Name,Job,Salary
"Engineer, manufacturing systems",Town planner,22
Soil scientist,Arts development officer,21
Field trials officer,Financial planner,21
Medical technical officer,Risk analyst,19
Horticultural consultant,"Pharmacist, community",16
Garment/textile technologist,Mining engineer,30
Consulting civil engineer,Race relations officer,19
Museum/gallery curator,Sub,22
Commercial/residential surveyor,Clinical research associate,31
Biomedical engineer,Automotive engineer,24
Radio producer,"Programmer, multimedia",31
Tourism officer,Paediatric nurse,25
Building surveyor,Curator,15
Haematologist,"Journalist, broadcasting",24
Product manager,Barrister,24
Geochemist,Learning mentor,17
Administrator,Manufacturing engineer,21
"Designer, blown glass/stained glass",Academic librarian,28
IT consultant,Broadcast engineer,18
Commercial horticulturist,Consulting civil engineer,29
International aid/development worker,"Designer, textile",21
Environmental education officer,Risk manager,32
Astronomer,"Surveyor, rural practice",21
Clinical biochemist,"Engineer, petroleum",30
Immunologist,Occupational therapist,19
Occupational therapist,Chief Technology Officer,28
Fisheries officer,Chartered certified accountant,23
Claims inspector/assessor,Theatre director,28
Soil scientist,"Therapist, nutritional",17
Commercial art gallery manager,"Designer, ceramics/pottery",21
"Clinical scientist, histocompatibility and immunogenetics",Financial trader,30
Medical illustrator,Fine artist,21
Veterinary surgeon,Personnel officer,19
Magazine features editor,Forensic scientist,18
Biomedical scientist,Fast food restaurant manager,30
Marine scientist,Make,31
Magazine journalist,Magazine features editor,31
"Geneticist, molecular",Art gallery manager,21
"Engineer, electrical",Commercial art gallery manager,26
Community arts worker,"Therapist, horticultural",20
"Engineer, petroleum",Psychiatric nurse,29
Research scientist (physical sciences),Air traffic controller,16
"Surveyor, planning and development","Sound technician, broadcasting/film/video",31
Electrical engineer,Race relations officer,28
"Producer, radio",Horticultural consultant,30
Ergonomist,Community education officer,21
Professor Emeritus,"Accountant, chartered public finance",30
Police officer,Warden/ranger,18
Education administrator,"Accountant, chartered public finance",17
"Restaurant manager, fast food",Local government officer,15
Ergonomist,Theatre director,28
Theme park manager,"Administrator, local government",15
Veterinary surgeon,Associate Professor,32
Housing manager/officer,Medical illustrator,30
"Psychotherapist, child","Engineer, energy",20
Applications developer,Barista,25
"Psychologist, educational",Clinical psychologist,26
"Psychologist, occupational",Photographer,18
"Engineer, communications","Psychologist, educational",22
Passenger transport manager,Community development worker,28
Advertising account planner,Training and development officer,28
"Secretary, company",Animal technologist,18
Electronics engineer,International aid/development worker,15
Insurance underwriter,"Surveyor, rural practice",18
Systems developer,Environmental consultant,19
Museum education officer,"Doctor, hospital",29
IT trainer,"Surveyor, building control",24
Theatre director,Teaching laboratory technician,20
Conference centre manager,Drilling engineer,15
Ergonomist,"Engineer, energy",26
"Nurse, learning disability",Print production planner,26
"Investment banker, corporate","Buyer, industrial",26
Trade mark attorney,Clothing/textile technologist,23
"Pharmacist, community","Designer, ceramics/pottery",27
"Social research officer, government","Designer, blown glass/stained glass",18
Writer,"Programmer, systems",24
Ship broker,Hotel manager,23
"Engineer, agricultural",Midwife,16
Chief Executive Officer,Industrial buyer,20
Chiropractor,Community arts worker,32
Mechanical engineer,"Psychotherapist, dance movement",18
Public house manager,Legal secretary,20
Administrator,"Surveyor, commercial/residential",19
Hydrogeologist,Mudlogger,28
"Designer, multimedia",Research scientist (physical sciences),24
"Engineer, maintenance","Teacher, primary school",19
Estate manager/land agent,Psychotherapist,32
Broadcast engineer,Call centre manager,32
Podiatrist,Air broker,19
Emergency planning/management officer,"Engineer, maintenance",27
Production manager,Sub,28
Information officer,Dance movement psychotherapist,26
Therapeutic radiographer,"Development worker, international aid",15
Multimedia programmer,Leisure centre manager,26
Meteorologist,Agricultural engineer,32
Careers adviser,"Engineer, electrical",28
"Surveyor, building",Quarry manager,23
Biomedical scientist,Public affairs consultant,27
Logistics and distribution manager,"Therapist, music",18
"Scientist, research (life sciences)",Sales promotion account executive,19
"Engineer, drilling",Financial risk analyst,24
"Production assistant, radio",Armed forces technical officer,24
Dealer,Multimedia specialist,20
Contracting civil engineer,Sub,19
Building surveyor,"Research officer, government",17
Location manager,Freight forwarder,17
Volunteer coordinator,"Journalist, broadcasting",16
Counselling psychologist,Event organiser,19
Passenger transport manager,"Scientist, product/process development",17
Recruitment consultant,"Surveyor, rural practice",26
Merchant navy officer,Secondary school teacher,18
Lawyer,"Secretary, company",27
Interior and spatial designer,Further education lecturer,18
Trade mark attorney,"Designer, furniture",25
Sales promotion account executive,"Editor, commissioning",20
Chief Operating Officer,Product/process development scientist,21
Gaffer,Learning disability nurse,15
Information officer,Chiropodist,20
"Scientist, research (medical)",Museum/gallery exhibitions officer,28
Ship broker,"Conservator, furniture",23
Artist,IT consultant,19
Higher education careers adviser,Clinical biochemist,15
"Conservation officer, historic buildings",Technical brewer,24
"Psychologist, clinical",Phytotherapist,29
Geochemist,Biomedical scientist,20
Technical sales engineer,Contractor,22
Commercial art gallery manager,"Engineer, petroleum",32
"Presenter, broadcasting",Armed forces logistics/support/administrative officer,18
Medical laboratory scientific officer,Commissioning editor,15
Media planner,Television floor manager,25
"Presenter, broadcasting",Merchant navy officer,28
Metallurgist,Agricultural engineer,31
"Engineer, water",Bookseller,21
Museum/gallery conservator,General practice doctor,23
Intelligence analyst,"Editor, film/video",21
Editorial assistant,Health and safety inspector,32
Product/process development scientist,Hospital pharmacist,17
"Clinical scientist, histocompatibility and immunogenetics",Animator,21
Equities trader,Quantity surveyor,23
Clinical psychologist,Colour technologist,30
Agricultural engineer,"Civil engineer, contracting",16
"Engineer, civil (contracting)",English as a foreign language teacher,32
"Scientist, clinical (histocompatibility and immunogenetics)",Control and instrumentation engineer,29
Quantity surveyor,"Psychologist, sport and exercise",20
Homeopath,Insurance claims handler,21
"Administrator, local government","Horticulturist, amenity",15
Insurance broker,Chartered loss adjuster,24
Media planner,Museum/gallery exhibitions officer,24
Surgeon,"Accountant, chartered",27
Acupuncturist,Textile designer,27
"Civil engineer, consulting",Colour technologist,28
Comptroller,Environmental health practitioner,23
"Lighting technician, broadcasting/film/video",Learning disability nurse,30
Licensed conveyancer,"Development worker, community",25
Furniture designer,Community pharmacist,17
"Scientist, biomedical","Teacher, adult education",27
"Surveyor, insurance",Further education lecturer,31
Geochemist,Environmental education officer,20
Animal technologist,"Teacher, secondary school",22
Tour manager,Horticultural consultant,16
Television production assistant,Production manager,27
Tree surgeon,Medical sales representative,24
Translator,Chief Technology Officer,21
Soil scientist,Primary school teacher,28
"Civil engineer, contracting","Education officer, community",22
Health promotion specialist,Aeronautical engineer,30
Petroleum engineer,Physiological scientist,28
"Teacher, music","Accountant, chartered management",16
Operational researcher,Town planner,30
Electronics engineer,Dealer,24
Special effects artist,Research scientist (medical),22
Museum/gallery conservator,"Scientist, research (maths)",24
Chief Technology Officer,Print production planner,21
Counselling psychologist,Holiday representative,19
Trade mark attorney,"Civil engineer, contracting",29
Financial adviser,Pharmacologist,19
English as a second language teacher,"Psychologist, counselling",25
Armed forces technical officer,"Horticulturist, amenity",26
Newspaper journalist,Agricultural engineer,28
"Clinical scientist, histocompatibility and immunogenetics","Presenter, broadcasting",28
"Producer, radio",Research scientist (medical),23
Heritage manager,Geochemist,16
Customer service manager,Landscape architect,32
"Scientist, audiological",Operational investment banker,28
Exercise physiologist,Claims inspector/assessor,19
Travel agency manager,Child psychotherapist,22
Dramatherapist,"Scientist, product/process development",28
"Designer, blown glass/stained glass",Physiotherapist,29
"Presenter, broadcasting","Pilot, airline",26
Ranger/warden,"Accountant, chartered public finance",18
Biomedical engineer,"Psychologist, prison and probation services",28
"Social research officer, government","Nurse, children's",29
Marketing executive,Control and instrumentation engineer,16
Diplomatic Services operational officer,Industrial/product designer,26
Accommodation manager,Stage manager,25
"Pharmacist, hospital","Therapist, sports",22
Electrical engineer,Newspaper journalist,22
"Accountant, chartered",Fish farm manager,26
"Research officer, trade union","Designer, industrial/product",17
Commercial/residential surveyor,Event organiser,30
Meteorologist,"Production designer, theatre/television/film",32
General practice doctor,Legal executive,17
"Engineer, chemical",Contractor,29
"Geologist, wellsite","Designer, exhibition/display",24
Pension scheme manager,Publishing rights manager,32
Transport planner,Web designer,24
Fine artist,Investment analyst,25
Accounting technician,Clinical research associate,18
Corporate investment banker,Geographical information systems officer,17
Industrial/product designer,Facilities manager,27
Energy engineer,Scientific laboratory technician,18
"Sales professional, IT",Music therapist,16
Electronics engineer,Adult nurse,16
Chief Executive Officer,Seismic interpreter,23
Production engineer,IT consultant,16
Chiropractor,Nutritional therapist,17
Research scientist (maths),Retail merchandiser,18
"Geologist, wellsite",Politician's assistant,19
Race relations officer,"Radiographer, therapeutic",16
"Scientist, biomedical","Conservator, furniture",20
Chief of Staff,Artist,31
Health and safety inspector,Retail buyer,22
"Designer, exhibition/display",Dancer,31
Emergency planning/management officer,Chiropodist,25
Barrister,"Engineer, maintenance",28
Podiatrist,Community education officer,30
Oncologist,Visual merchandiser,18
"Secretary, company",Physiological scientist,16
Accommodation manager,"Designer, furniture",28
Camera operator,Chartered public finance accountant,18
Archivist,Hydrologist,23
Insurance claims handler,Arboriculturist,17
"Producer, television/film/video","Conservation officer, nature",15
Local government officer,Interpreter,20
Clinical embryologist,"Surveyor, minerals",15
Homeopath,Neurosurgeon,16
Youth worker,"Clinical scientist, histocompatibility and immunogenetics",28
Drilling engineer,Product designer,28
Immunologist,Geographical information systems officer,18
Sub,"Geologist, wellsite",18
Science writer,Air cabin crew,27
Colour technologist,Agricultural engineer,17
"Geologist, engineering",Bookseller,17
"Engineer, water",Retail banker,20
Graphic designer,"Engineer, mining",22
Midwife,"Engineer, electrical",24
Mental health nurse,Sport and exercise psychologist,24
"Programmer, applications",Chiropractor,23
"Nurse, children's",Geographical information systems officer,24
Lobbyist,"Psychologist, prison and probation services",28
"Engineer, production",Equality and diversity officer,26
Radio producer,"Engineer, communications",16
Investment analyst,Environmental manager,22
Food technologist,General practice doctor,25
"Civil engineer, consulting","Designer, jewellery",17
Archaeologist,Brewing technologist,32
Hydrologist,Water engineer,17
Retail merchandiser,Data scientist,27
"Engineer, materials","Surveyor, mining",27
Transport planner,Commercial art gallery manager,23
Counsellor,Clinical biochemist,18
Financial planner,Land/geomatics surveyor,30
Multimedia programmer,Osteopath,21
Claims inspector/assessor,Police officer,28
Community arts worker,"Editor, magazine features",30
"Research officer, government",Quality manager,32
"Teacher, adult education",Set designer,24
Civil Service administrator,Fitness centre manager,15
Immigration officer,Colour technologist,28
Special educational needs teacher,Radio producer,22
Marketing executive,"Engineer, technical sales",31
Research scientist (maths),Quality manager,31
"Administrator, education",Software engineer,23
Land,Event organiser,25
"Programme researcher, broadcasting/film/video",Horticultural consultant,26
Wellsite geologist,Occupational psychologist,16
Editorial assistant,Education administrator,16
Interpreter,Lawyer,29
Building control surveyor,Restaurant manager,31
Environmental consultant,Geographical information systems officer,21
Health and safety adviser,Electronics engineer,16
"Engineer, manufacturing","Education officer, museum",17
Systems analyst,Charity officer,27
"Nurse, children's",Broadcast engineer,25
Management consultant,Logistics and distribution manager,25
"Designer, multimedia",Food technologist,24
"Engineer, site",Dietitian,24
"Runner, broadcasting/film/video",Clinical psychologist,16
"Engineer, manufacturing systems",Naval architect,24
Community development worker,Multimedia programmer,27
Product/process development scientist,Audiological scientist,17
Banker,International aid/development worker,27
Architect,Special effects artist,23
Financial manager,"Therapist, drama",20
"Sales professional, IT",Textile designer,24
Interior and spatial designer,Air traffic controller,29
"Designer, television/film set",Legal executive,31
Early years teacher,"Therapist, art",26
Sports coach,Planning and development surveyor,16
Recycling officer,Advertising account planner,20
"Engineer, materials",Art gallery manager,27
Science writer,Diplomatic Services operational officer,15
Stage manager,Clinical embryologist,23
"Teacher, adult education",Commercial art gallery manager,17
"Development worker, community",Stage manager,22
"Education officer, museum",Learning disability nurse,28
Multimedia programmer,Rural practice surveyor,16
IT sales professional,"Designer, jewellery",20
Health service manager,Arts administrator,27
Water quality scientist,Primary school teacher,16
Museum/gallery curator,Copy,27
"Civil engineer, consulting","Librarian, public",20
Insurance claims handler,"Geneticist, molecular",25
Advertising account planner,Fish farm manager,15
Associate Professor,Metallurgist,19
Control and instrumentation engineer,Civil Service administrator,28
Operational researcher,Building control surveyor,17
Engineering geologist,Veterinary surgeon,15
Sports therapist,Agricultural consultant,25
Prison officer,Mental health nurse,24
Herpetologist,Animal technologist,18
Curator,Site engineer,17
Print production planner,Food technologist,23
General practice doctor,Information systems manager,23
Science writer,Legal secretary,20
Data scientist,Immigration officer,21
"Therapist, occupational",Chief Marketing Officer,20
"Engineer, aeronautical","Production designer, theatre/television/film",16
Associate Professor,"Nurse, mental health",29
Web designer,Clinical psychologist,16
Clinical psychologist,Drilling engineer,18
Facilities manager,"Designer, jewellery",30
"Designer, interior/spatial",Operational researcher,15
Research scientist (maths),Ship broker,26
"Engineer, broadcasting (operations)",Television/film/video producer,21
Building control surveyor,"Surveyor, quantity",30
"Engineer, manufacturing",Chiropractor,15
Games developer,Police officer,20
Landscape architect,Sports development officer,16
Rural practice surveyor,Rural practice surveyor,20
"Engineer, electronics","Producer, television/film/video",17
Press photographer,"Production designer, theatre/television/film",20
"Engineer, water","Psychologist, sport and exercise",15
Multimedia programmer,"Psychologist, educational",32
Water quality scientist,Retail manager,23
Forest/woodland manager,Hydrographic surveyor,29
"Secretary, company",Economist,15
Product/process development scientist,Chief of Staff,29
Social researcher,Graphic designer,26
"Surveyor, hydrographic",TEFL teacher,32
Electrical engineer,"Engineer, technical sales",17
Chief Marketing Officer,Software engineer,17
Media buyer,"Engineer, agricultural",18
Theme park manager,Community pharmacist,18
Gaffer,"Pharmacist, hospital",26
Water quality scientist,Television floor manager,22
Sport and exercise psychologist,Estate manager/land agent,27
"Investment banker, operational","Psychologist, occupational",17
Diagnostic radiographer,Farm manager,31
Advertising art director,Television/film/video producer,18
Sales promotion account executive,"Scientist, forensic",15
Petroleum engineer,Site engineer,31
Special educational needs teacher,"Scientist, clinical (histocompatibility and immunogenetics)",16
Trade union research officer,Tree surgeon,22
Geophysicist/field seismologist,"Designer, furniture",21
"Engineer, automotive",Radio producer,16
Company secretary,Marine scientist,20
Solicitor,"Therapist, horticultural",19
Public house manager,Financial adviser,19
Pathologist,IT trainer,22
Archaeologist,Agricultural consultant,26
Magazine journalist,Clinical embryologist,16
"Nurse, learning disability",Retail manager,17
Make,Regulatory affairs officer,18
Music therapist,Veterinary surgeon,21
Arts development officer,"Engineer, building services",15
Therapeutic radiographer,Hospital pharmacist,20
Furniture conservator/restorer,Estate agent,22
Geoscientist,Translator,27
Camera operator,"Geologist, wellsite",22
Civil Service administrator,Claims inspector/assessor,19
"Surveyor, rural practice","Surveyor, building control",30
"Surveyor, insurance",Learning mentor,25
Writer,Records manager,17
Tour manager,Chief Executive Officer,18
Site engineer,Tax adviser,26
Medical physicist,TEFL teacher,24
Call centre manager,Aeronautical engineer,17
Training and development officer,"Engineer, structural",27
Tourism officer,Building control surveyor,32
Recycling officer,Early years teacher,32
"Optician, dispensing",Energy engineer,19
"Surveyor, building","Conservation officer, nature",21
Radio producer,Systems analyst,18
Dispensing optician,Dramatherapist,17
"Psychotherapist, child",Further education lecturer,30
Horticultural therapist,Community pharmacist,22
Chartered certified accountant,Rural practice surveyor,16
Television floor manager,Paramedic,19
"Conservator, furniture",English as a second language teacher,25
"Pharmacist, community","Administrator, arts",26
Statistician,Environmental consultant,17
Chartered certified accountant,"Surveyor, quantity",24
Ship broker,"Accountant, chartered management",29
Air cabin crew,Environmental education officer,24
Investment analyst,Chiropractor,17
Investment analyst,Manufacturing engineer,22
Museum/gallery exhibitions officer,Technical sales engineer,31
"Geologist, engineering",Civil Service administrator,32
"Research officer, government",Agricultural engineer,24
Counselling psychologist,Regulatory affairs officer,24
Tax adviser,Press sub,24
Technical brewer,"Designer, textile",19
Mental health nurse,Immigration officer,28
"Development worker, community",Chartered legal executive (England and Wales),21
Psychiatrist,Corporate investment banker,23
Corporate treasurer,Television camera operator,15
Clinical psychologist,Software engineer,22
"Geologist, engineering",Customer service manager,31
Purchasing manager,Ship broker,22
General practice doctor,"Biochemist, clinical",27
Animal technologist,Ranger/warden,28
Geophysicist/field seismologist,Glass blower/designer,19
Purchasing manager,Rural practice surveyor,27
"Nurse, learning disability","Civil engineer, contracting",15
"Psychotherapist, dance movement",Systems analyst,22
Electrical engineer,Futures trader,27
Orthoptist,Arboriculturist,16
"Conservator, museum/gallery","Teacher, music",28
Retail buyer,Learning disability nurse,15
Exhibition designer,"Physicist, medical",17
Chiropodist,"Therapist, sports",21
Community pharmacist,Structural engineer,20
Armed forces technical officer,Marketing executive,20
Geoscientist,Psychotherapist,20
Land/geomatics surveyor,Museum education officer,27
"Designer, ceramics/pottery",Museum/gallery curator,22
Freight forwarder,"Scientist, research (physical sciences)",22
Lobbyist,Mental health nurse,16
Gaffer,"Conservation officer, historic buildings",32
Call centre manager,Biomedical scientist,15
"Surveyor, quantity","Nurse, adult",18
Editorial assistant,Newspaper journalist,25
Primary school teacher,Dance movement psychotherapist,29
"Buyer, industrial","Exhibitions officer, museum/gallery",18
Control and instrumentation engineer,Equality and diversity officer,25
Insurance underwriter,Charity fundraiser,29
Merchant navy officer,Chief Financial Officer,31
Printmaker,"Teacher, special educational needs",25
Waste management officer,Radio producer,29
"Education officer, community",Waste management officer,32
"Scientist, biomedical",Camera operator,28
Publishing copy,Brewing technologist,18
"Engineer, agricultural",Comptroller,30
Furniture designer,Art gallery manager,16
Seismic interpreter,"Restaurant manager, fast food",23
Consulting civil engineer,Counsellor,29
"Designer, textile",Publishing copy,30
Health and safety inspector,Research scientist (maths),25
Materials engineer,Oncologist,24
"Surveyor, insurance",Training and development officer,24
Television/film/video producer,"Teacher, primary school",15
"Lighting technician, broadcasting/film/video",Mechanical engineer,31
Further education lecturer,Professor Emeritus,26
"Scientist, forensic",Industrial buyer,27
Probation officer,Corporate investment banker,32
Materials engineer,Paramedic,18
"Geneticist, molecular",Electrical engineer,30
"Engineer, production",Dispensing optician,21
Higher education careers adviser,Volunteer coordinator,20
Leisure centre manager,Learning disability nurse,21
Conference centre manager,Warehouse manager,29
Mining engineer,Armed forces technical officer,31
Nutritional therapist,"Engineer, structural",20
Tax inspector,"Engineer, electrical",22
"Programmer, multimedia",Police officer,27
Special effects artist,Chartered legal executive (England and Wales),26
"Buyer, retail",Office manager,15
Public relations officer,Orthoptist,31
Neurosurgeon,Geophysicist/field seismologist,31
Optometrist,Probation officer,15
Landscape architect,"Engineer, communications",29
Visual merchandiser,Chief of Staff,25
Fine artist,Youth worker,16
Paramedic,Medical physicist,21
"Surveyor, insurance",Communications engineer,30
Health visitor,Air broker,18
Aid worker,"Psychologist, prison and probation services",26
Chief Operating Officer,Company secretary,32
Engineering geologist,Phytotherapist,28
Glass blower/designer,Jewellery designer,31
Dance movement psychotherapist,Materials engineer,29
"Accountant, chartered public finance",Immigration officer,21
Pensions consultant,Farm manager,19
Set designer,Land,31
"Administrator, local government",Accommodation manager,19
"Psychologist, educational",Archivist,29
Arts administrator,Forest/woodland manager,28
Animal nutritionist,Chartered accountant,26
Charity officer,"Physicist, medical",25
Environmental health practitioner,"Presenter, broadcasting",32
Fisheries officer,Health service manager,22
"Therapist, nutritional","Engineer, aeronautical",29
Herpetologist,Automotive engineer,29
Personnel officer,"Scientist, research (physical sciences)",23
Hospital doctor,Armed forces operational officer,23
Camera operator,"Pharmacist, community",28
Catering manager,Textile designer,29
General practice doctor,"Engineer, manufacturing systems",21
Early years teacher,Patent examiner,24
Camera operator,Commercial/residential surveyor,21
Paediatric nurse,Land,15
Copy,Armed forces technical officer,24
"Programmer, systems",Industrial/product designer,32
Television production assistant,Clinical molecular geneticist,19
Field trials officer,Air broker,23
Race relations officer,Fish farm manager,25
Tourist information centre manager,Animal technologist,32
"Engineer, automotive",Garment/textile technologist,19
Counsellor,Sales executive,20
Clinical embryologist,Field trials officer,31
Careers adviser,Dentist,18
Electrical engineer,"Scientist, research (life sciences)",24
"Doctor, hospital","Lecturer, higher education",28
"Radiographer, therapeutic",Geoscientist,15
Television camera operator,Nature conservation officer,32
Acupuncturist,"Exhibitions officer, museum/gallery",18
Equality and diversity officer,Plant breeder/geneticist,27
"Presenter, broadcasting",Production manager,15
Metallurgist,Cartographer,29
"Engineer, water",Physiological scientist,28
Contractor,Gaffer,24
Metallurgist,Make,29
Marine scientist,Further education lecturer,23
Data scientist,"Psychotherapist, dance movement",19
Legal executive,Office manager,20
"Journalist, newspaper",Prison officer,16
Estate agent,"Designer, interior/spatial",20
Adult guidance worker,Animal technologist,24
"Librarian, public",Public relations account executive,21
"Journalist, broadcasting",Hydrographic surveyor,27
Trade union research officer,Research scientist (physical sciences),17
"Doctor, general practice",Commercial/residential surveyor,21
Research scientist (maths),"Scientist, audiological",24
Podiatrist,"Engineer, communications",30
Telecommunications researcher,Equality and diversity officer,24
Artist,"Teacher, primary school",18
"Surveyor, insurance",Translator,25
Higher education careers adviser,Press sub,32
"Administrator, education",Airline pilot,26
"Designer, multimedia",Tour manager,32
Medical sales representative,Web designer,29
Careers information officer,Dentist,27
Financial manager,Clinical embryologist,26
"Pilot, airline","Accountant, chartered",29
Social researcher,"Civil engineer, contracting",29
"Teacher, secondary school",Heritage manager,27
Archaeologist,Data processing manager,15
Aid worker,Quantity surveyor,22
Sales executive,Broadcast engineer,18
"Producer, television/film/video",Hydrogeologist,32
"Horticulturist, amenity",Public relations account executive,20
Museum education officer,"Psychologist, sport and exercise",19
Radio producer,Mechanical engineer,21
Data processing manager,"Engineer, water",28
Legal secretary,"Scientist, research (medical)",31
Herpetologist,"Nurse, mental health",27
Ophthalmologist,"Engineer, control and instrumentation",15
Food technologist,Herbalist,29
Multimedia specialist,Archivist,18
Financial manager,"Therapist, drama",32
Warehouse manager,Lobbyist,25
Environmental consultant,"Scientist, biomedical",19
"Restaurant manager, fast food","Psychologist, clinical",19
Occupational hygienist,Telecommunications researcher,21
Curator,"Copywriter, advertising",29
Systems developer,Herpetologist,26
Museum/gallery exhibitions officer,Telecommunications researcher,20
Set designer,Chief of Staff,17
Special effects artist,"Therapist, occupational",28
Occupational therapist,"Nurse, children's",27
Risk manager,"Scientist, water quality",22
Health physicist,Child psychotherapist,30
Armed forces technical officer,Lobbyist,23
"Surveyor, insurance","Scientist, research (physical sciences)",26
Video editor,Legal secretary,30
IT sales professional,Radiation protection practitioner,16
Early years teacher,"Lecturer, further education",25
Youth worker,IT trainer,32
Careers information officer,Operational researcher,30
Charity officer,Academic librarian,25
"Accountant, chartered public finance",Leisure centre manager,30
Armed forces operational officer,Optometrist,15
Quantity surveyor,"Psychologist, clinical",22
Television/film/video producer,Phytotherapist,31
Trade mark attorney,"Production designer, theatre/television/film",29
Trade union research officer,Sports therapist,30
Environmental health practitioner,Energy engineer,22
"Teacher, English as a foreign language",Building control surveyor,19
Financial risk analyst,Health physicist,24
"Psychologist, prison and probation services",Health service manager,24
Commercial art gallery manager,Archivist,23
"Engineer, manufacturing",Patent examiner,18
Product manager,Hydrologist,25
Communications engineer,Manufacturing engineer,31
Sales promotion account executive,"Biochemist, clinical",17
Land/geomatics surveyor,IT consultant,27
Garment/textile technologist,Make,26
Production engineer,"Engineer, broadcasting (operations)",21
Colour technologist,Comptroller,17
"Editor, commissioning","Engineer, aeronautical",28
Photographer,Tax adviser,19
"Production assistant, radio",Multimedia programmer,24
Gaffer,Merchant navy officer,28
Counselling psychologist,"Investment banker, operational",19
Operations geologist,Medical laboratory scientific officer,28
Oncologist,Forest/woodland manager,29
"Nurse, learning disability",Structural engineer,23
Actuary,"Scientist, biomedical",26
"Research officer, political party",Risk manager,27
Biomedical engineer,Transport planner,20
"Clinical scientist, histocompatibility and immunogenetics",Amenity horticulturist,22
Ceramics designer,"Engineer, energy",22
"Designer, ceramics/pottery",Oceanographer,19
Community pharmacist,Catering manager,29
Clinical psychologist,"Therapist, drama",28
"Embryologist, clinical",Photographer,29
"Accountant, chartered management",Media buyer,30
Aeronautical engineer,Exhibition designer,28
Agricultural engineer,Higher education lecturer,28
"Exhibitions officer, museum/gallery",Airline pilot,27
Statistician,Copy,20
"Engineer, broadcasting (operations)",TEFL teacher,18
"Accountant, chartered management",Television camera operator,31
Print production planner,Prison officer,25
"Conservation officer, nature","Development worker, community",26
Production engineer,Ceramics designer,26
Paramedic,Dancer,27
Armed forces operational officer,Press photographer,24
Special effects artist,Advice worker,25
Quantity surveyor,"Engineer, land",15
Chemical engineer,Physiotherapist,24
Seismic interpreter,Sport and exercise psychologist,19
Operational researcher,Phytotherapist,23
"Presenter, broadcasting",Structural engineer,20
Licensed conveyancer,"Accountant, chartered management",29
"Teacher, secondary school",Control and instrumentation engineer,27
Radio broadcast assistant,"Biochemist, clinical",19
"Therapist, music",Regulatory affairs officer,22
Dance movement psychotherapist,Community pharmacist,20
Counselling psychologist,Air traffic controller,18
"Editor, commissioning",Agricultural consultant,17
Web designer,Wellsite geologist,23
"Psychotherapist, child",Electronics engineer,21
"Development worker, community",Charity officer,23
Restaurant manager,Engineering geologist,29
"Geologist, engineering","Therapist, music",29
Horticultural therapist,Clinical research associate,16
International aid/development worker,Clinical cytogeneticist,16
Maintenance engineer,Cartographer,24
"Biochemist, clinical",Tourist information centre manager,15
Transport planner,Animal technologist,23
Social worker,Catering manager,24
"Journalist, magazine",Marketing executive,29
